Date,AMPARA,ANURADHAPURA,BADULLA,BATTICALOA,COLOMBO,GALLE,GAMPAHA,HAMBANTOTA,JAFFNA,KALMUNAI,KALUTARA,KANDY,KEGALLE,KILINOCHCHI,KURUNEGALA,MANNAR,MATALE,MATARA,MONARAGALA,MULLAITIVU,NUWARA ELIYA,POLONNARUWA,PUTTALAM,RATNAPURA,TRINCOMALEE,VAVUNIYA
21-Mar-2021,302,572,1455,570,29276,2416,17653,657,459,1279,6549,4132,1658,125,2522,274,1016,1730,554,35,1288,232,1214,2740,506,402
22-Mar-2021,302,579,1468,573,29312,2423,17838,657,461,1280,6562,4158,1663,125,2523,274,1016,1731,568,36,1289,234,1217,2758,506,402
23-Mar-2021,302,579,1474,573,29340,2427,18079,661,461,1284,6564,4159,1665,125,2531,274,1023,1736,568,36,1298,234,1218,2758,524,402
24-Mar-2021,305,582,1476,582,29389,2445,18116,667,475,1287,6574,4165,1667,125,2548,278,1029,1742,576,7,1321,234,1218,2776,527,405
25-Mar-2021,305,582,1500,584,29472,2450,18146,686,496,1287,6574,4169,1670,126,2553,279,1029,1743,589,36,1322,234,1218,2786,527,407
26-Mar-2021,305,583,1502,585,29533,2451,18197,690,529,1288,6584,4178,1673,130,2572,279,1033,1743,589,41,1323,234,1223,2797,528,409
27-Mar-2021,305,584,1503,586,29589,2457,18232,690,607,1288,6597,4180,1676,130,2574,279,1034,1752,594,41,1340,235,1227,2810,528,409
28-Mar-2021,317,611,1516,586,29636,2461,18272,707,612,1288,6611,4183,1679,130,2580,279,1039,1753,606,41,1340,237,1229,2841,528,409
29-Mar-2021,320,617,1526,586,29695,2464,18290,712,721,1289,6621,4187,1679,130,2590,281,1039,1760,609,41,1340,237,1234,2841,528,411
30-Mar-2021,323,622,1541,588,29722,2466,18315,723,767,1289,6634,4192,1679,131,2593,281,1046,1763,611,43,1341,237,1234,2861,539,412
31-Mar-2021,323,622,1544,588,29750,2468,18335,723,788,1289,6649,4194,1695,132,2599,281,1054,1764,618,45,1345,237,1236,2866,539,419
1-Apr-2021,323,625,1547,588,29808,2469,18347,723,797,1289,6651,4198,1696,132,2602,286,1057,1765,620,51,1352,239,1236,2866,539,419
2-Apr-2021,325,625,1548,588,29867,2477,18384,728,818,1289,6677,4200,1705,132,2606,287,1058,1784,620,51,1356,239,1238,2890,548,419
3-Apr-2021,327,631,1549,588,29900,2478,18420,732,846,1289,6687,4203,1706,132,2614,287,1058,1794,621,51,1366,239,1239,2892,550,421
4-Apr-2021,327,631,1552,588,29963,2478,18451,735,848,1289,6706,4206,1706,132,2616,287,1059,1806,621,54,1366,239,1244,2903,553,422
5-Apr-2021,329,636,1554,588,29990,2482,18469,736,855,1292,6719,4207,1707,134,2640,287,1059,1806,623,58,1366,239,1246,2921,553,422
6-Apr-2021,329,636,1554,588,30037,2485,18473,737,867,1292,6723,4212,1709,134,2646,287,1060,1808,628,60,1366,239,1252,2931,553,430
7-Apr-2021,331,652,1554,588,30057,2490,18512,737,882,1292,6734,4215,1710,134,2647,287,1060,1813,631,60,1369,239,1255,2931,553,431
8-Apr-2021,332,652,1554,590,30083,2495,18519,737,900,1292,6736,4224,1710,134,2662,287,1061,1817,631,60,1388,239,1255,2964,553,431
9-Apr-2021,332,654,1558,590,30116,2498,18553,737,976,1292,6742,4224,1710,134,2662,287,1063,1817,636,60,1388,240,1255,2981,553,431
10-Apr-2021,332,654,1559,591,30164,2501,18573,743,1117,1293,6756,4242,1713,138,2672,289,1064,1829,636,60,1388,240,1261,2993,553,432
11-Apr-2021,332,654,1566,591,30170,2501,18580,749,1159,1293,6763,4246,1713,138,2694,289,1064,1829,636,60,1389,240,1261,2995,553,432
12-Apr-2021,332,655,1570,592,30316,2509,18623,755,1185,1293,6769,4253,1715,141,2750,290,1064,1834,637,61,1389,243,1279,2996,553,432
13-Apr-2021,335,655,1570,596,30373,2511,18636,759,1227,1293,6781,4260,1715,142,2777,290,1064,1834,637,61,1391,243,1291,3032,553,432
14-Apr-2021,335,655,1570,596,30373,2511,18636,759,1227,1293,6781,4260,1715,142,2777,290,1064,1834,637,61,1391,243,1291,3032,553,432
15-Apr-2021,335,655,1570,596,30373,2511,18636,759,1227,1293,6781,4260,1715,142,2777,290,1064,1834,637,61,1391,243,1291,3032,553,432
16-Apr-2021,335,655,1572,597,30426,2512,18648,759,1243,1293,6783,4263,1715,142,2844,292,1076,1834,637,61,1398,245,1304,3039,553,433
17-Apr-2021,335,655,1572,597,30457,2513,18666,760,1276,1294,6784,4275,1715,143,2878,292,1076,1834,637,62,1399,245,1304,3040,573,433
18-Apr-2021,335,656,1572,597,30495,2515,18683,760,1281,1295,6805,4276,1716,143,2892,292,1077,1835,637,62,1400,245,1311,3047,573,433
19-Apr-2021,335,660,1572,598,30607,2519,18733,761,1312,1295,6815,4277,1718,143,2953,293,1078,1845,642,62,1400,246,1326,3062,575,436
20-Apr-2021,336,667,1572,598,30689,2530,18769,764,1325,1295,6825,4284,1719,146,3129,294,1079,1845,645,62,1400,246,1348,3069,575,436
21-Apr-2021,336,678,1574,598,30790,2531,18791,764,1332,1295,6846,4304,1725,146,3158,294,1083,1845,645,62,1405,255,1381,3070,575,436
22-Apr-2021,336,679,1574,598,30866,2567,18843,774,1339,1295,6865,4307,1729,146,3221,294,1087,1847,652,62,1406,256,1389,3076,587,436
23-Apr-2021,336,686,1577,598,30993,2578,18906,786,1354,1295,6902,4312,1732,146,3312,299,1090,1850,657,63,1428,256,1465,3084,591,436
24-Apr-2021,337,687,1578,598,31095,2610,19027,801,1370,1295,6967,4325,1734,146,3504,299,1109,1861,665,63,1428,256,1488,3098,602,436
25-Apr-2021,343,707,1580,599,31327,2634,19201,830,1377,1303,7008,4334,1745,146,3757,299,1140,1867,675,63,1445,258,1493,3098,612,448
26-Apr-2021,346,707,1581,599,31578,2661,19359,841,1392,1304,7109,4364,1745,146,3869,299,1178,1873,704,66,1448,258,1516,3130,615,448
27-Apr-2021,359,708,1581,599,31754,2677,19480,844,1397,1306,7189,4373,1759,147,3977,299,1272,1880,737,67,1453,259,1556,3148,618,463
28-Apr-2021,359,720,1581,599,31893,2748,19654,864,1398,1306,7312,4446,1759,147,4107,299,1288,1911,788,67,1518,260,1565,3152,620,463
29-Apr-2021,360,726,1597,604,32065,2794,19862,868,1413,1311,7393,4503,1760,148,4312,302,1401,1921,813,68,1540,263,1590,3158,672,465
30-Apr-2021,362,731,1605,610,32504,2824,20093,891,1426,1311,7536,4598,1765,148,4409,302,1519,1934,884,68,1565,265,1627,3175,716,466
1-May-2021,362,733,1618,611,32820,2872,20281,894,1441,1314,7836,4669,1792,151,4614,305,1544,1987,913,69,1570,320,1680,3208,726,469
2-May-2021,400,737,1658,611,33203,2986,20575,932,1441,1314,7956,4746,1804,151,4707,305,1612,2013,993,69,1713,324,1704,3214,745,471
3-May-2021,400,742,1680,636,33594,3031,20856,936,1450,1314,8308,4836,1821,151,4832,311,1637,2044,1054,69,1721,331,1743,3313,748,473
4-May-2021,402,797,1695,637,34235,3099,21223,963,1457,1314,8487,4842,1825,159,4940,315,1754,2094,1073,72,1763,338,1776,3321,811,478
5-May-2021,411,840,1753,643,34848,3225,21540,1001,1469,1315,8636,4910,1830,165,5020,316,1804,2160,1109,75,1841,353,1811,3365,826,481
6-May-2021,413,900,1776,644,35425,3294,21872,1057,1492,1315,8774,4989,1837,165,5171,317,1919,2187,1137,76,1894,388,1842,3372,851,488
7-May-2021,416,934,1803,645,35868,3406,22227,1066,1525,1316,9131,5076,1843,168,5235,317,2014,2230,1147,76,1901,446,1913,3402,867,497
8-May-2021,445,939,1863,650,36399,3464,22493,1073,1545,1316,9348,5172,1849,174,5416,324,2030,2308,1207,76,1933,447,1984,3481,877,501
9-May-2021,446,957,1879,650,36773,3567,22840,1085,1562,1317,9704,5262,1870,209,5659,338,2036,2351,1238,77,1938,458,1995,3570,883,502
10-May-2021,450,958,1922,650,37130,3661,23171,1150,1575,1319,9863,5379,1874,210,5708,339,2103,2426,1257,77,1986,459,2017,3908,883,502
11-May-2021,450,988,1947,650,38017,3779,23579,1192,1594,1320,10231,5398,1879,212,5857,341,2169,2517,1358,77,2006,496,2059,4069,883,510
12-May-2021,452,1028,1953,651,38429,3907,24195,1207,1646,1321,10609,5468,1888,236,6067,341,2308,2566,1399,80,2067,542,2152,4137,896,511
13-May-2021,502,1057,2117,667,39056,3941,24715,1220,1649,1323,10784,5577,1896,238,6306,341,2450,2650,1512,80,2083,544,2270,4174,908,514
14-May-2021,511,1074,2130,667,39626,4016,25267,1232,1720,1323,11142,5685,1911,247,6393,341,2566,2718,1528,89,2138,554,2329,4284,909,519
15-May-2021,511,1114,2158,667,40272,4215,25628,1277,1801,1323,11451,5829,1918,260,6518,344,2568,2764,1542,98,2220,559,2354,4330,911,523
16-May-2021,516,1119,2203,675,40862,4336,26053,1376,1843,1323,11718,5916,1979,260,6670,344,2647,2817,1592,98,2224,559,2382,4368,933,524
17-May-2021,528,1121,2302,682,41206,4538,26353,1405,1886,1323,12129,6014,1985,270,6901,346,2669,3007,1641,105,2442,561,2429,4385,938,542
18-May-2021,531,1141,2313,685,41589,4709,27050,1445,1889,1332,12365,6042,1992,284,7077,347,2697,3056,1647,111,2498,566,2494,4535,947,542
