Date,AMPARA,ANURADHAPURA,BADULLA,BATTICALOA,COLOMBO,GALLE,GAMPAHA,HAMBANTOTA,JAFFNA,KALMUNAI,KALUTARA,KANDY,KEGALLE,KILINOCHCHI,KURUNEGALA,MANNAR,MATALE,MATARA,MONARAGALA,MULLAITIVU,NUWARA ELIYA,POLONNARUWA,PUTTALAM,RATNAPURA,TRINCOMALEE,VAVUNIYA
1-Apr-2020,0,0,1,1,32,1,11,0,1,0,24,4,1,0,1,0,0,1,0,0,0,0,25,3,0,0
2-Apr-2020,0,0,1,1,33,1,11,0,4,0,24,4,1,0,2,0,0,1,0,0,0,0,25,3,0,0
3-Apr-2020,0,0,1,1,36,1,11,0,4,0,24,4,1,0,2,0,0,1,0,0,0,0,25,3,0,0
4-Apr-2020,0,0,1,1,38,1,11,0,7,0,25,4,1,0,2,0,0,1,0,0,0,0,26,3,0,0
5-Apr-2020,0,0,1,1,42,1,11,0,7,0,25,6,1,0,2,0,0,1,0,0,0,0,27,3,0,0
6-Apr-2020,0,0,1,1,44,1,13,0,7,0,25,7,1,0,2,0,0,2,0,0,0,0,31,3,0,0
7-Apr-2020,0,0,1,1,44,1,13,0,7,0,26,7,1,0,3,0,0,2,0,0,0,0,31,3,0,0
8-Apr-2020,0,0,1,1,44,1,16,0,7,0,26,7,1,0,3,0,0,2,0,0,0,0,34,3,0,0
9-Apr-2020,0,0,1,1,44,1,16,0,7,1,26,7,1,0,3,0,0,2,0,0,0,0,34,5,0,0
10-Apr-2020,0,0,1,1,44,1,16,0,7,1,27,7,1,0,3,0,0,2,0,0,0,0,34,5,0,0
11-Apr-2020,0,0,1,1,45,1,22,0,7,1,27,7,1,0,3,0,0,2,0,0,0,0,34,5,0,0
12-Apr-2020,0,0,1,1,45,1,23,0,7,2,28,7,1,0,2,0,0,2,0,0,0,0,34,5,0,0
13-Apr-2020,0,0,1,1,45,1,24,0,7,2,37,7,2,0,2,0,0,2,0,0,0,0,34,5,0,0
14-Apr-2020,0,0,1,1,45,1,25,0,7,2,44,7,2,0,2,0,0,2,0,0,0,0,34,5,0,0
15-Apr-2020,0,0,1,1,47,1,26,0,13,2,45,7,2,0,2,0,0,2,0,0,0,0,35,5,0,0
16-Apr-2020,0,0,1,1,49,1,28,0,14,2,45,7,2,0,2,0,0,2,0,0,0,0,35,5,0,1
17-Apr-2020,0,0,1,1,49,1,28,0,16,2,45,7,2,0,2,0,0,2,0,0,0,0,35,5,0,1
18-Apr-2020,0,0,1,1,55,1,28,0,16,2,45,7,2,0,2,0,0,2,0,0,0,0,35,5,0,1
19-Apr-2020,0,0,1,1,61,1,31,0,16,2,45,7,3,0,2,0,0,2,0,0,0,0,35,5,0,1
20-Apr-2020,0,0,1,1,77,1,32,0,16,2,45,7,3,0,2,0,0,2,0,0,0,0,35,5,0,1
21-Apr-2020,0,0,1,1,110,1,32,0,16,2,45,7,3,0,2,0,0,2,0,0,0,0,35,5,0,1
22-Apr-2020,0,0,1,1,115,1,32,0,16,2,45,7,4,0,2,0,0,2,0,0,0,0,35,5,0,1
23-Apr-2020,0,0,1,1,120,1,33,0,16,2,58,7,4,0,2,0,0,2,0,0,0,1,35,5,0,1
24-Apr-2020,0,0,1,1,130,1,33,0,16,2,58,7,4,0,2,0,0,2,0,0,0,1,35,5,0,1
25-Apr-2020,0,2,1,1,142,1,33,0,16,2,59,7,4,0,5,0,1,2,1,0,0,1,35,6,0,1
26-Apr-2020,0,2,1,1,144,1,34,0,16,2,59,7,5,0,12,0,1,2,2,0,0,1,37,7,0,1
27-Apr-2020,0,2,1,1,145,1,34,0,16,2,63,11,7,0,15,0,1,2,4,0,0,1,39,7,1,2
28-Apr-2020,0,2,1,1,145,1,34,0,16,2,63,12,8,0,18,0,1,2,4,0,0,1,41,7,1,2
29-Apr-2020,0,2,1,1,145,1,34,0,16,2,63,13,8,0,20,0,1,2,4,0,0,1,41,8,1,2
30-Apr-2020,0,2,1,1,147,1,34,0,16,2,65,15,8,0,23,0,1,2,4,0,0,1,41,8,2,2
1-May-2020,0,2,1,1,148,1,34,0,16,2,65,15,8,0,23,0,1,2,4,0,0,1,41,8,2,2
2-May-2020,0,2,1,1,149,1,34,0,16,2,65,15,8,0,27,0,1,2,4,0,0,1,41,8,2,2
3-May-2020,0,2,1,1,149,1,34,0,16,2,65,21,10,0,29,0,4,2,5,0,1,3,41,8,4,2
4-May-2020,0,2,1,1,149,1,34,0,16,2,65,21,10,0,29,0,4,2,5,0,1,3,41,8,4,2
5-May-2020,0,2,1,1,150,1,35,0,16,2,65,21,10,0,29,0,4,2,5,0,1,3,41,8,4,2
6-May-2020,0,2,1,1,150,1,35,0,16,2,65,21,10,0,29,0,4,2,5,0,1,3,41,8,4,2
7-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
8-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
9-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
10-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
11-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
12-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
13-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
14-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
15-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
16-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
17-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
18-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
19-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
20-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
21-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
22-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
23-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
24-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
25-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
26-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
27-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
28-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
29-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
30-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
31-May-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
1-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
2-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
3-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
4-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
5-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
6-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
7-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
8-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
9-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
10-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
11-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
12-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
13-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
14-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
15-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
16-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
18-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
19-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
20-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
21-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
22-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
23-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
24-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
25-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
26-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
27-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
28-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
29-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
30-Jun-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
1-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
2-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
3-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
4-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
5-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
6-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
7-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
8-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
9-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
10-Jul-2020,0,2,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
11-Jul-2020,0,4,1,1,150,1,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,3,41,8,4,2
12-Jul-2020,0,9,1,1,150,2,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,4,41,8,4,2
13-Jul-2020,0,15,1,1,150,2,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,4,41,8,4,2
14-Jul-2020,0,17,1,1,150,2,36,0,16,2,65,21,10,0,29,0,6,2,5,0,1,4,41,8,4,2
15-Jul-2020,0,18,1,1,150,2,36,0,16,2,65,23,10,0,29,0,6,2,5,0,1,5,41,8,4,2
16-Jul-2020,0,18,1,1,150,2,36,0,16,2,65,24,10,0,29,0,6,2,5,0,1,5,41,8,4,2
17-Jul-2020,2,18,1,1,153,2,36,1,16,2,65,24,10,0,29,0,6,2,5,0,1,7,41,8,4,2
18-Jul-2020,2,19,1,1,153,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,7,41,8,4,2
19-Jul-2020,2,19,1,1,157,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,8,41,8,4,2
20-Jul-2020,2,19,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,8,41,9,4,2
21-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,8,41,9,4,2
22-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,8,41,9,4,2
23-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
24-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
25-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
26-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
27-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
28-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
29-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,9,41,9,4,2
30-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,10,41,9,4,2
31-Jul-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,10,41,9,4,2
1-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,11,41,9,4,2
2-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,11,41,9,4,2
3-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,12,41,9,4,2
4-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
5-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
6-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
7-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
8-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
9-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
10-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
11-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
12-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
13-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
14-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
15-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
16-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
17-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
18-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
19-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
20-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
21-Aug-2020,2,20,1,1,160,2,38,1,16,2,65,24,10,0,29,0,6,2,5,0,1,13,41,9,4,2
